MONTHYEAR,PLAN_NAME,Customer,REGION,PRODUCT,NET REVENUE,Gross Revenue,Discount percentage ,
2022-01-01,SMALL BUSINESS,Cust12859,APJ,PD4,15.4671,34,54%,2022
2021-11-01,SMALL BUSINESS,Cust1287,MEA,PD1,95,106,10%,2021
2022-03-01,SMALL BUSINESS,Cust1287,MEA,PD1,95,114,17%,2022
2021-04-01,SMALL BUSINESS,Cust1289,APJ,PD1,45,51,11%,2021
2021-04-01,SMALL BUSINESS,Cust1289,APJ,PD5,15,15,0%,2021
2021-04-01,Medium Business,Cust12897,NA,PD6,2848,5696,50%,2021
2021-04-01,SMALL BUSINESS,Cust12897,NA,PD7,114,148,23%,2021
2021-07-01,LARGE BUSINESS,Cust12962,APJ,PD5,78,100,22%,2021
2021-10-01,Medium Business,Cust12962,APJ,PD5,102.96,251,59%,2021
2022-01-01,LARGE BUSINESS,Cust12970,NA,PD4,138,179,23%,2022
2022-01-01,LARGE BUSINESS,Cust12970,NA,PD5,45,64,30%,2022
2021-03-01,Medium Business,Cust12989,APJ,PD6,3043.8,3805,20%,2021
2021-03-01,LARGE BUSINESS,Cust12989,APJ,PD5,434.7,435,0%,2021
2021-03-01,SMALL BUSINESS,Cust13003,OTHERS,PD1,38,88,57%,2021
2021-07-01,SMALL BUSINESS,Cust13003,NA,PD1,38,47,19%,2021
2021-06-01,Medium Business,Cust13050,EU,PD6,233.7,266,12%,2021
2022-01-01,Medium Business,Cust13050,EU,PD6,216.6,278,22%,2022
2021-03-01,LARGE BUSINESS,Cust13059,NA,PD1,749.95,1071,30%,2021
2021-03-01,Medium Business,Cust13059,NA,PD4,524.95,618,15%,2021
2021-04-01,SMALL BUSINESS,Cust13069,EU,PD1,110.7738,158,30%,2021
2021-04-01,SMALL BUSINESS,Cust13069,EU,PD4,38.745,46,15%,2021
2021-06-01,Medium Business,Cust13102,OTHERS,PD2,148.24,176,16%,2021
2021-11-01,SMALL BUSINESS,Cust13102,OTHERS,PD2,93.84,130,28%,2021
2021-02-01,SMALL BUSINESS,Cust13117,MEA,PD9,70,78,10%,2021
2021-02-01,LARGE BUSINESS,Cust13117,MEA,PD5,36.45,51,28%,2021
2021-02-01,LARGE BUSINESS,Cust13117,MEA,PD1,34.3,47,27%,2021
2022-03-01,SMALL BUSINESS,Cust13157,NA,PD1,36,44,19%,2022
2022-03-01,SMALL BUSINESS,Cust13157,NA,PD4,18,25,27%,2022
2021-05-01,LARGE BUSINESS,Cust13160,NA,PD5,113.5,114,0%,2021
2021-05-01,SMALL BUSINESS,Cust13160,NA,PD9,70,83,16%,2021
2021-05-01,LARGE BUSINESS,Cust1318,MEA,PD5,59,59,0%,2021
2022-01-01,Medium Business,Cust1318,MEA,PD1,236,323,27%,2022
2021-09-01,Medium Business,Cust13248,OTHERS,PD2,169.839936,170,0%,2021
2022-01-01,Medium Business,Cust13248,OTHERS,PD2,160.15608,160,0%,2022
2021-09-01,LARGE BUSINESS,Cust13260,NA,PD5,590,787,25%,2021
2021-09-01,LARGE BUSINESS,Cust13260,NA,PD1,410,410,0%,2021
2022-02-01,Medium Business,Cust13271,APJ,PD1,91.44,91,0%,2022
2022-02-01,LARGE BUSINESS,Cust13271,APJ,PD4,85.68,100,14%,2022
2021-06-01,SMALL BUSINESS,Cust13286,NA,PD5,76,76,0%,2021
2021-06-01,SMALL BUSINESS,Cust13286,NA,PD1,57,69,17%,2021
2022-01-01,LARGE BUSINESS,Cust13317,APJ,PD1,125,162,23%,2022
2022-01-01,LARGE BUSINESS,Cust13317,APJ,PD5,99,99,0%,2022
2021-01-01,LARGE BUSINESS,Cust13327,NA,PD2,250,250,0%,2021
2021-09-01,SMALL BUSINESS,Cust13327,NA,PD2,131,160,18%,2021
2021-01-01,Medium Business,Cust13358,NA,PD6,347.1,439,21%,2021
2021-01-01,LARGE BUSINESS,Cust13358,NA,PD5,117,158,26%,2021
2021-01-01,LARGE BUSINESS,Cust13358,NA,PD7,58.5,66,12%,2021
2021-09-01,LARGE BUSINESS,Cust13363,NA,PD1,345,345,0%,2021
2021-09-01,LARGE BUSINESS,Cust13363,NA,PD2,250,342,27%,2021
2021-02-01,Medium Business,Cust13417,NA,PD4,414,545,24%,2021
2022-03-01,LARGE BUSINESS,Cust13417,NA,PD4,621,863,28%,2022
2021-02-01,LARGE BUSINESS,Cust1343,MEA,PD1,1544.25,1930,20%,2021
2021-02-01,LARGE BUSINESS,Cust1343,MEA,PD5,207.45,207,0%,2021
2021-01-01,LARGE BUSINESS,Cust13435,INDIA,PD1,310.176216,357,13%,2021
2021-01-01,LARGE BUSINESS,Cust13435,INDIA,PD5,63.182448,85,26%,2021
2021-01-01,SMALL BUSINESS,Cust13435,INDIA,PD4,20.100024,22,10%,2021
2021-12-01,Medium Business,Cust13439,NA,PD1,63.9,156,59%,2021
2021-12-01,SMALL BUSINESS,Cust13439,NA,PD4,16.2,23,28%,2021
2021-09-01,LARGE BUSINESS,Cust1344,UK,PD4,648.72,821,21%,2021
2021-09-01,SMALL BUSINESS,Cust1344,UK,PD1,363.12,472,23%,2021
2021-08-01,Medium Business,Cust13482,MEA,PD1,236,236,0%,2021
2022-01-01,Medium Business,Cust13482,MEA,PD1,236,268,12%,2022
2021-02-01,SMALL BUSINESS,Cust1349,EU,PD4,226,294,23%,2021
2021-02-01,Medium Business,Cust1349,EU,PD1,180,180,0%,2021
2021-05-01,SMALL BUSINESS,Cust13498,EU,PD7,19,23,16%,2021
2021-10-01,SMALL BUSINESS,Cust13498,EU,PD7,19,26,28%,2021
2021-05-01,Medium Business,Cust13517,MEA,PD4,139.01677,139,0%,2021
2022-02-01,SMALL BUSINESS,Cust13517,MEA,PD4,27.04485,36,24%,2022
2021-10-01,SMALL BUSINESS,Cust13530,EU,PD7,32.64,45,28%,2021
2021-10-01,SMALL BUSINESS,Cust13530,EU,PD1,32.64,45,27%,2021
2021-11-01,Medium Business,Cust13555,EU,PD6,303.81,304,0%,2021
2021-11-01,Medium Business,Cust13555,EU,PD5,150.306,198,24%,2021
2021-11-01,Medium Business,Cust13555,EU,PD4,75.153,87,14%,2021
2021-07-01,SMALL BUSINESS,Cust13578,NA,PD6,50.15,59,15%,2021
2021-10-01,SMALL BUSINESS,Cust13578,NA,PD6,50.15,58,13%,2021
2021-03-01,SMALL BUSINESS,Cust13615,INDIA,PD9,347.2,445,22%,2021
2021-03-01,LARGE BUSINESS,Cust13615,INDIA,PD5,53.1,53,0%,2021
2021-02-01,LARGE BUSINESS,Cust13671,NA,PD5,434.7,435,0%,2021
2021-02-01,SMALL BUSINESS,Cust13671,NA,PD1,40.5,113,64%,2021
2021-09-01,Medium Business,Cust13683,NA,PD1,118,118,0%,2021
2021-09-01,Medium Business,Cust13683,NA,PD4,47,55,15%,2021
2021-06-01,Medium Business,Cust1370,APJ,PD2,90,100,10%,2021
2021-06-01,Medium Business,Cust1370,APJ,PD1,45,63,29%,2021
2021-01-01,LARGE BUSINESS,Cust13786,MEA,PD1,243.32,280,13%,2021
2021-01-01,LARGE BUSINESS,Cust13786,MEA,PD4,87.12,104,16%,2021
2021-07-01,SMALL BUSINESS,Cust13805,INDIA,PD1,57.41496,65,12%,2021
2021-12-01,SMALL BUSINESS,Cust13805,INDIA,PD1,57.41496,75,23%,2021
2021-02-01,Medium Business,Cust13817,APJ,PD5,102.999,103,0%,2021
2021-02-01,SMALL BUSINESS,Cust13817,APJ,PD1,45.24,58,22%,2021
2021-08-01,Medium Business,Cust13822,UK,PD1,114.24,293,61%,2021
2022-02-01,Medium Business,Cust13822,UK,PD1,225.12,281,20%,2022
2021-06-01,Medium Business,Cust13847,NA,PD4,69,177,61%,2021
2021-06-01,LARGE BUSINESS,Cust13847,NA,PD1,49,55,11%,2021
2021-02-01,SMALL BUSINESS,Cust13909,EU,PD5,114,143,20%,2021
2022-03-01,SMALL BUSINESS,Cust13909,EU,PD5,38,44,14%,2022
2022-01-01,Medium Business,Cust13916,NA,PD5,188,269,30%,2022
2022-01-01,Medium Business,Cust13916,NA,PD1,177,246,28%,2022
2021-07-01,LARGE BUSINESS,Cust13938,APJ,PD1,93.1,126,26%,2021
2021-07-01,LARGE BUSINESS,Cust13938,APJ,PD7,42.75,43,0%,2021
2021-05-01,SMALL BUSINESS,Cust13948,APJ,PD4,419,544,23%,2021
2021-05-01,LARGE BUSINESS,Cust13948,APJ,PD1,158,214,26%,2021
2021-11-01,LARGE BUSINESS,Cust13959,MEA,PD1,695,827,16%,2021
2021-11-01,Medium Business,Cust13959,MEA,PD4,165,212,22%,2021
2021-12-01,LARGE BUSINESS,Cust13969,NA,PD6,258,258,0%,2021
2021-12-01,LARGE BUSINESS,Cust13969,NA,PD1,119,138,14%,2021
2021-06-01,LARGE BUSINESS,Cust13977,INDIA,PD1,99,99,0%,2021
2022-01-01,LARGE BUSINESS,Cust13977,INDIA,PD1,99,119,17%,2022
2021-05-01,SMALL BUSINESS,Cust13995,UK,PD1,20.4,29,29%,2021
2021-10-01,SMALL BUSINESS,Cust13995,UK,PD1,20.4,27,25%,2021
2021-07-01,LARGE BUSINESS,Cust14029,INDIA,PD1,168.1644096,467,64%,2021
2021-07-01,Medium Business,Cust14029,INDIA,PD4,71.2354536,83,14%,2021
2021-11-01,Medium Business,Cust14033,EU,PD5,57.81,64,10%,2021
2022-01-01,SMALL BUSINESS,Cust14033,EU,PD5,44.46,44,0%,2022
2021-01-01,SMALL BUSINESS,Cust14051,EU,PD1,19,19,0%,2021
2021-06-01,SMALL BUSINESS,Cust14051,EU,PD1,19,27,29%,2021
2021-09-01,Medium Business,Cust14077,INDIA,PD1,235.24128,310,24%,2021
2021-09-01,Medium Business,Cust14077,INDIA,PD4,176.693616,201,12%,2021
2021-02-01,SMALL BUSINESS,Cust14105,NA,PD1,15,17,11%,2021
2021-07-01,SMALL BUSINESS,Cust14105,NA,PD1,15,18,16%,2021
2021-06-01,LARGE BUSINESS,Cust14119,APJ,PD1,494.5,495,0%,2021
2021-06-01,SMALL BUSINESS,Cust14119,APJ,PD4,35,35,0%,2021
2021-06-01,SMALL BUSINESS,Cust14136,INDIA,PD1,76,84,10%,2021
2021-06-01,SMALL BUSINESS,Cust14136,INDIA,PD5,38.27664,51,25%,2021
2021-02-01,Medium Business,Cust14139,EU,PD6,264.45,715,63%,2021
2022-03-01,Medium Business,Cust14139,EU,PD6,245.1,327,25%,2022
2021-03-01,LARGE BUSINESS,Cust14174,NA,PD12,1486.8,1487,0%,2021
2021-03-01,LARGE BUSINESS,Cust14174,NA,PD1,980.1,2228,56%,2021
2022-02-01,SMALL BUSINESS,Cust14207,NA,PD6,118,142,17%,2022
2022-02-01,SMALL BUSINESS,Cust14207,NA,PD1,29,59,51%,2022
2021-08-01,SMALL BUSINESS,Cust14216,MEA,PD1,19,19,0%,2021
2022-01-01,SMALL BUSINESS,Cust14216,MEA,PD1,35,49,28%,2022
2021-11-01,Medium Business,Cust14249,INDIA,PD4,92.99664,112,17%,2021
2022-03-01,SMALL BUSINESS,Cust14249,INDIA,PD4,78.88221,108,27%,2022
2021-04-01,SMALL BUSINESS,Cust14257,EU,PD4,35,42,16%,2021
2021-08-01,SMALL BUSINESS,Cust14257,EU,PD4,35,44,21%,2021
2021-04-01,LARGE BUSINESS,Cust1428,NA,PD5,78,104,25%,2021
2021-10-01,SMALL BUSINESS,Cust1428,NA,PD5,36,42,14%,2021
2021-01-01,SMALL BUSINESS,Cust14281,NA,PD7,38,48,21%,2021
2021-03-01,SMALL BUSINESS,Cust14281,NA,PD7,38,51,25%,2021
2021-06-01,SMALL BUSINESS,Cust1430,APJ,PD1,88.92,107,17%,2021
2021-06-01,SMALL BUSINESS,Cust1430,APJ,PD5,53.352,62,14%,2021
2021-10-01,Medium Business,Cust1433,EU,PD1,236,295,20%,2021
2021-10-01,Medium Business,Cust1433,EU,PD5,173.43,204,15%,2021
2021-01-01,LARGE BUSINESS,Cust14338,EU,PD1,125,179,30%,2021
2021-01-01,SMALL BUSINESS,Cust14338,EU,PD1,19,25,24%,2021
2021-06-01,SMALL BUSINESS,Cust14354,INDIA,PD1,155.020392,330,53%,2021
2021-06-01,Medium Business,Cust14354,INDIA,PD5,72.751608,97,25%,2021
2021-08-01,Medium Business,Cust1436,MEA,PD1,2596,3054,15%,2021
2021-08-01,Medium Business,Cust1436,MEA,PD4,1092,2184,50%,2021
2022-03-01,Medium Business,Cust14363,NA,PD1,355,493,28%,2022
2022-03-01,Medium Business,Cust14363,NA,PD4,94,131,28%,2022
2021-05-01,LARGE BUSINESS,Cust14374,NA,PD1,450.45,501,10%,2021
2021-05-01,Medium Business,Cust14374,NA,PD4,44.85,53,15%,2021
2021-01-01,SMALL BUSINESS,Cust14388,NA,PD1,15,35,57%,2021
2022-02-01,Medium Business,Cust14388,NA,PD6,160.2,191,16%,2022
2021-01-01,LARGE BUSINESS,Cust14394,INDIA,PD1,693.64,1982,65%,2021
2021-01-01,LARGE BUSINESS,Cust14394,INDIA,PD3,433.51,516,16%,2021
2021-05-01,LARGE BUSINESS,Cust14421,NA,PD1,396.9,451,12%,2021
2021-05-01,Medium Business,Cust14421,NA,PD7,82.65,100,17%,2021
2021-09-01,SMALL BUSINESS,Cust14433,NA,PD6,225,317,29%,2021
2021-09-01,Medium Business,Cust14433,NA,PD7,105,121,13%,2021
2021-12-01,LARGE BUSINESS,Cust14455,NA,PD5,180,254,29%,2021
2021-12-01,LARGE BUSINESS,Cust14455,NA,PD1,98,118,17%,2021
2022-03-01,SMALL BUSINESS,Cust14463,NA,PD1,285,339,16%,2022
2022-03-01,Medium Business,Cust14463,NA,PD1,49,49,0%,2022
2021-09-01,Medium Business,Cust14491,INDIA,PD3,35.55432,41,13%,2021
2022-02-01,Medium Business,Cust14491,INDIA,PD3,33.5271,75,55%,2022
2021-04-01,Medium Business,Cust1451,NA,PD1,162,205,21%,2021
2021-04-01,Medium Business,Cust1451,NA,PD7,140.4,165,15%,2021
2021-04-01,Medium Business,Cust1451,NA,PD5,140.4,140,0%,2021
2022-03-01,SMALL BUSINESS,Cust14532,UK,PD1,201,234,14%,2022
2022-03-01,SMALL BUSINESS,Cust14532,UK,PD5,100.5,201,50%,2022
2021-01-01,Medium Business,Cust14533,NA,PD1,45,53,15%,2021
2021-01-01,Medium Business,Cust14533,NA,PD3,35,43,18%,2021
2021-03-01,SMALL BUSINESS,Cust14564,NA,PD1,19,23,16%,2021
2021-08-01,Medium Business,Cust14564,NA,PD1,118,303,61%,2021
2021-02-01,SMALL BUSINESS,Cust14610,MEA,PD7,38,42,10%,2021
2021-02-01,SMALL BUSINESS,Cust14610,MEA,PD1,30,33,10%,2021
2022-03-01,Medium Business,Cust1463,UK,PD6,797.3,2155,63%,2022
2022-03-01,Medium Business,Cust1463,UK,PD5,328.3,382,14%,2022
2021-11-01,SMALL BUSINESS,Cust14643,INDIA,PD1,196.90992,256,23%,2021
2021-11-01,SMALL BUSINESS,Cust14643,INDIA,PD2,78.2,93,16%,2021
2021-03-01,SMALL BUSINESS,Cust1465,NA,PD5,19,26,27%,2021
2022-01-01,Medium Business,Cust1465,NA,PD5,47,47,0%,2022
2021-07-01,LARGE BUSINESS,Cust14692,INDIA,PD5,58.81032,71,17%,2021
2022-01-01,LARGE BUSINESS,Cust14692,INDIA,PD5,110.9142,154,28%,2022
2022-01-01,SMALL BUSINESS,Cust14708,INDIA,PD3,12,16,25%,2022
2022-03-01,SMALL BUSINESS,Cust14708,INDIA,PD3,12,13,10%,2022
2021-11-01,LARGE BUSINESS,Cust1471,NA,PD1,190,396,52%,2021
2021-11-01,Medium Business,Cust1471,NA,PD5,94,116,19%,2021
2021-02-01,Medium Business,Cust14712,INDIA,PD1,180,180,0%,2021
2021-02-01,SMALL BUSINESS,Cust14712,INDIA,PD5,38,38,0%,2021
2021-04-01,SMALL BUSINESS,Cust14723,NA,PD1,57,57,0%,2021
2021-04-01,SMALL BUSINESS,Cust14723,NA,PD6,19,22,14%,2021
2021-03-01,SMALL BUSINESS,Cust14736,MEA,PD1,19,26,26%,2021
2021-03-01,SMALL BUSINESS,Cust14736,MEA,PD7,19,25,24%,2021
2021-07-01,SMALL BUSINESS,Cust14779,EU,PD1,209,252,17%,2021
2021-09-01,SMALL BUSINESS,Cust14779,EU,PD1,209,209,0%,2021
2022-01-01,SMALL BUSINESS,Cust1479,EU,PD1,123.12,123,0%,2022
2022-01-01,Medium Business,Cust1479,EU,PD7,53.58,60,11%,2022
2021-09-01,Medium Business,Cust14790,NA,PD1,236,513,54%,2021
2022-03-01,Medium Business,Cust14790,NA,PD1,236,236,0%,2022
2021-06-01,LARGE BUSINESS,Cust148,EU,PD1,69,79,13%,2021
2021-11-01,SMALL BUSINESS,Cust148,EU,PD4,18,25,27%,2021
2021-11-01,SMALL BUSINESS,Cust148,EU,PD1,18,21,16%,2021
2022-03-01,SMALL BUSINESS,Cust148,EU,PD1,20.52,46,55%,2022
2022-02-01,SMALL BUSINESS,Cust14804,EU,PD1,54,65,17%,2022
2022-02-01,SMALL BUSINESS,Cust14804,EU,PD5,20.52,24,14%,2022
2021-09-01,Medium Business,Cust14807,APJ,PD1,71,82,13%,2021
2022-01-01,Medium Business,Cust14807,APJ,PD1,71,88,19%,2022
2021-03-01,SMALL BUSINESS,Cust14809,NA,PD6,16.15,21,24%,2021
2021-03-01,SMALL BUSINESS,Cust14809,NA,PD1,12.75,16,18%,2021
2021-02-01,SMALL BUSINESS,Cust14821,EU,PD5,18.45,18,0%,2021
2021-02-01,SMALL BUSINESS,Cust14821,EU,PD1,18.45,18,0%,2021
2021-04-01,Medium Business,Cust1485,NA,PD1,121.5,158,23%,2021
2021-06-01,Medium Business,Cust1485,NA,PD1,121.5,122,0%,2021
2021-05-01,Medium Business,Cust14857,UK,PD4,263.296,296,11%,2021
2021-05-01,LARGE BUSINESS,Cust14857,UK,PD1,141.2224,166,15%,2021
2021-03-01,SMALL BUSINESS,Cust14866,EU,PD4,35,44,20%,2021
2021-06-01,SMALL BUSINESS,Cust14866,EU,PD4,35,42,17%,2021
2021-05-01,LARGE BUSINESS,Cust14894,NA,PD1,276,310,11%,2021
2021-05-01,SMALL BUSINESS,Cust14894,NA,PD9,100,100,0%,2021
2021-02-01,LARGE BUSINESS,Cust14907,NA,PD7,724.5,979,26%,2021
2021-02-01,SMALL BUSINESS,Cust14907,NA,PD4,52.2,52,0%,2021
2021-04-01,SMALL BUSINESS,Cust14909,EU,PD4,70,70,0%,2021
2022-02-01,SMALL BUSINESS,Cust14909,EU,PD4,20.52,25,19%,2022
2021-03-01,Medium Business,Cust14950,INDIA,PD5,38.29032,38,0%,2021
2021-03-01,SMALL BUSINESS,Cust14950,INDIA,PD1,19,22,15%,2021
2021-07-01,LARGE BUSINESS,Cust14956,NA,PD1,237,339,30%,2021
2021-07-01,Medium Business,Cust14956,NA,PD4,207,256,19%,2021
2021-10-01,SMALL BUSINESS,Cust14976,APJ,PD1,46.8,59,20%,2021
2021-10-01,SMALL BUSINESS,Cust14976,APJ,PD5,23.4,31,24%,2021
2021-06-01,LARGE BUSINESS,Cust14989,NA,PD1,124.95,179,30%,2021
2021-06-01,Medium Business,Cust14989,NA,PD7,58,58,0%,2021
2021-03-01,SMALL BUSINESS,Cust14993,MEA,PD1,38,54,30%,2021
2021-08-01,SMALL BUSINESS,Cust14993,MEA,PD1,38,46,17%,2021
2021-05-01,SMALL BUSINESS,Cust15013,MEA,PD1,19,50,62%,2021
2022-01-01,SMALL BUSINESS,Cust15013,MEA,PD1,18,18,0%,2022
2021-04-01,Medium Business,Cust15029,INDIA,PD1,63.997776,86,26%,2021
2021-04-01,Medium Business,Cust15029,INDIA,PD5,49.223376,69,29%,2021
2022-02-01,Medium Business,Cust15065,NA,PD1,49,54,10%,2022
2022-02-01,SMALL BUSINESS,Cust15065,NA,PD5,15,33,54%,2022
2021-01-01,LARGE BUSINESS,Cust1512,NA,PD1,519.75,626,17%,2021
2021-04-01,LARGE BUSINESS,Cust1512,NA,PD1,631,1578,60%,2021
2021-01-01,Medium Business,Cust15155,MEA,PD4,224,270,17%,2021
2021-01-01,LARGE BUSINESS,Cust15155,MEA,PD1,224,264,15%,2021
2021-01-01,LARGE BUSINESS,Cust15155,MEA,PD5,144,185,22%,2021
2021-05-01,LARGE BUSINESS,Cust1518,UK,PD1,220.32,279,21%,2021
2021-05-01,SMALL BUSINESS,Cust1518,UK,PD4,53.04,71,25%,2021
2021-08-01,LARGE BUSINESS,Cust15193,APJ,PD1,540.54,601,10%,2021
2021-08-01,SMALL BUSINESS,Cust15193,APJ,PD7,113.1,138,18%,2021
2021-11-01,Medium Business,Cust1522,EU,PD7,166.9356,220,24%,2021
2021-11-01,SMALL BUSINESS,Cust1522,EU,PD1,112.3605,132,15%,2021
2022-02-01,Medium Business,Cust15246,NA,PD1,142,142,0%,2022
2022-02-01,SMALL BUSINESS,Cust15246,NA,PD4,126,145,13%,2022
2021-09-01,Medium Business,Cust1528,NA,PD6,89,114,22%,2021
2021-09-01,SMALL BUSINESS,Cust1528,NA,PD1,18,21,15%,2021
2021-07-01,Medium Business,Cust15282,NA,PD2,360,360,0%,2021
2021-07-01,LARGE BUSINESS,Cust15282,NA,PD1,255.78,256,0%,2021
2021-01-01,SMALL BUSINESS,Cust15285,MEA,PD5,76,97,22%,2021
2022-02-01,SMALL BUSINESS,Cust15285,MEA,PD5,95,128,26%,2022
2021-02-01,SMALL BUSINESS,Cust15312,MEA,PD1,23.37,28,16%,2021
2021-09-01,SMALL BUSINESS,Cust15312,MEA,PD1,46.74,47,0%,2021
2021-05-01,LARGE BUSINESS,Cust15316,NA,PD1,49,58,16%,2021
2021-05-01,SMALL BUSINESS,Cust15316,NA,PD5,15,19,21%,2021
2021-07-01,LARGE BUSINESS,Cust15317,MEA,PD1,563.85,1311,57%,2021
2021-07-01,LARGE BUSINESS,Cust15317,MEA,PD5,386.4,444,13%,2021
2021-11-01,Medium Business,Cust15336,EU,PD1,413,558,26%,2021
2022-01-01,Medium Business,Cust15336,EU,PD1,295,351,16%,2022
2021-08-01,Medium Business,Cust15341,NA,PD1,118,118,0%,2021
2021-08-01,SMALL BUSINESS,Cust15341,NA,PD4,30,38,21%,2021
2021-11-01,LARGE BUSINESS,Cust15357,MEA,PD1,285,285,0%,2021
2022-01-01,Medium Business,Cust15357,MEA,PD5,47,63,25%,2022
2021-04-01,Medium Business,Cust15365,NA,PD1,45,96,53%,2021
2022-03-01,SMALL BUSINESS,Cust15365,NA,PD6,49,61,20%,2022
2021-10-01,Medium Business,Cust1539,INDIA,PD3,31.45032,45,30%,2021
2022-02-01,Medium Business,Cust1539,INDIA,PD3,29.6571,41,27%,2022
2022-03-01,Medium Business,Cust15396,EU,PD6,663.3,737,10%,2022
2022-03-01,Medium Business,Cust15396,EU,PD5,244.818,331,26%,2022
2021-06-01,SMALL BUSINESS,Cust15414,NA,PD1,180,212,15%,2021
2021-06-01,Medium Business,Cust15414,NA,PD4,118,146,19%,2021
2021-06-01,LARGE BUSINESS,Cust1542,APJ,PD1,297,297,0%,2021
2021-06-01,SMALL BUSINESS,Cust1542,APJ,PD4,105,124,15%,2021
2021-06-01,LARGE BUSINESS,Cust1542,APJ,PD7,39,48,19%,2021
2021-08-01,SMALL BUSINESS,Cust15429,INDIA,PD4,32.80464,33,0%,2021
2022-01-01,SMALL BUSINESS,Cust15429,INDIA,PD4,30.9342,31,0%,2022
2021-07-01,SMALL BUSINESS,Cust15454,UK,PD1,19,25,23%,2021
2021-12-01,SMALL BUSINESS,Cust15454,UK,PD1,3,3,0%,2021
2021-08-01,LARGE BUSINESS,Cust15499,EU,PD1,69,88,22%,2021
2021-08-01,Medium Business,Cust15499,EU,PD1,59,80,26%,2021
2021-08-01,SMALL BUSINESS,Cust15499,EU,PD1,36,36,0%,2021
2021-03-01,LARGE BUSINESS,Cust15536,EU,PD1,728.775,1041,30%,2021
2021-03-01,Medium Business,Cust15536,EU,PD6,461.25,659,30%,2021
2021-11-01,Medium Business,Cust15545,EU,PD4,95.94,118,19%,2021
2021-11-01,SMALL BUSINESS,Cust15545,EU,PD1,35.67,45,20%,2021
2021-07-01,LARGE BUSINESS,Cust1556,INDIA,PD2,250,309,19%,2021
2021-12-01,LARGE BUSINESS,Cust1556,INDIA,PD5,177,253,30%,2021
2021-03-01,SMALL BUSINESS,Cust15587,APJ,PD4,114.66,133,14%,2021
2021-03-01,SMALL BUSINESS,Cust15587,APJ,PD1,90.48,124,27%,2021
2021-02-01,LARGE BUSINESS,Cust15614,MEA,PD1,154,175,12%,2021
2021-06-01,SMALL BUSINESS,Cust15614,MEA,PD6,118,155,24%,2021
2021-07-01,SMALL BUSINESS,Cust15638,INDIA,PD1,19.13832,22,14%,2021
2022-02-01,SMALL BUSINESS,Cust15638,INDIA,PD1,18.0471,25,29%,2022
2022-01-01,SMALL BUSINESS,Cust15652,EU,PD1,82.08,82,0%,2022
2022-01-01,SMALL BUSINESS,Cust15652,EU,PD4,82.08,82,0%,2022
2021-12-01,Medium Business,Cust15663,EU,PD4,94,94,0%,2021
2021-12-01,SMALL BUSINESS,Cust15663,EU,PD2,93.234,133,30%,2021
2021-09-01,Medium Business,Cust15704,NA,PD1,236,236,0%,2021
2022-01-01,Medium Business,Cust15704,APJ,PD1,236,332,29%,2022
2021-02-01,Medium Business,Cust1571,EU,PD1,55.35,72,23%,2021
2022-02-01,Medium Business,Cust1571,EU,PD1,118,295,60%,2022
2021-11-01,Medium Business,Cust15737,MEA,PD1,142,142,0%,2021
2021-11-01,Medium Business,Cust15737,MEA,PD5,47,96,51%,2021
2021-11-01,Medium Business,Cust15744,EU,PD5,115.62,156,26%,2021
2021-11-01,Medium Business,Cust15744,EU,PD1,72.57,81,10%,2021
2021-02-01,LARGE BUSINESS,Cust15763,EU,PD5,196,236,17%,2021
2021-02-01,LARGE BUSINESS,Cust15763,EU,PD1,147,188,22%,2021
2021-10-01,Medium Business,Cust15766,MEA,PD4,425,425,0%,2021
2021-10-01,LARGE BUSINESS,Cust15766,MEA,PD2,250,294,15%,2021
2022-03-01,LARGE BUSINESS,Cust15766,MEA,PD2,250,291,14%,2022
2022-02-01,Medium Business,Cust15784,APJ,PD1,59,59,0%,2022
2022-02-01,Medium Business,Cust15784,APJ,PD5,43.8471,102,57%,2022
2021-04-01,SMALL BUSINESS,Cust15848,EU,PD1,327.18,394,17%,2021
2021-04-01,Medium Business,Cust15848,EU,PD4,85,100,15%,2021
2021-01-01,LARGE BUSINESS,Cust15854,EU,PD4,3545.52,4488,21%,2021
2021-01-01,LARGE BUSINESS,Cust15854,EU,PD1,513.264,570,10%,2021
2021-02-01,LARGE BUSINESS,Cust15857,OTHERS,PD1,103.5,120,14%,2021
2022-03-01,Medium Business,Cust15857,NA,PD1,284,389,27%,2022
2021-04-01,SMALL BUSINESS,Cust15898,APJ,PD1,19,24,21%,2021
2021-11-01,SMALL BUSINESS,Cust15898,APJ,PD1,18,21,14%,2021
2021-03-01,Medium Business,Cust15901,MEA,PD6,552.01,552,0%,2021
2021-03-01,LARGE BUSINESS,Cust15901,MEA,PD5,89.99,108,17%,2021
2021-03-01,LARGE BUSINESS,Cust1592,NA,PD1,284.4,331,14%,2021
2021-03-01,LARGE BUSINESS,Cust1592,NA,PD7,25.2,29,12%,2021
2021-10-01,Medium Business,Cust15923,APJ,PD4,154.44,193,20%,2021
2022-01-01,Medium Business,Cust15923,APJ,PD4,118.8,147,19%,2022
2021-06-01,LARGE BUSINESS,Cust15936,NA,PD1,49,59,17%,2021
2021-06-01,LARGE BUSINESS,Cust15936,NA,PD7,45,61,26%,2021
2021-05-01,LARGE BUSINESS,Cust15949,NA,PD6,462,651,29%,2021
2021-05-01,SMALL BUSINESS,Cust15949,NA,PD4,105,148,29%,2021
